"word","meaning","pos","belong","pron_uk","pron_us"
"supervision","supervision","noun","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sup/super/supervision__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sup/super/supervision__us_1.ogg"
"supervisor","supervisor","noun","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sup/super/supervisor__gb_3.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sup/super/supervisor__us_1.ogg"
"supplement","supplement","noun","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sup/suppl/supplement__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sup/suppl/supplement__us_1.ogg"
"supplement","supplement","verb","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sup/suppl/supplement__gb_3.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sup/suppl/supplement__us_2.ogg"
"supply","supply","noun","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sup/suppl/supply__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sup/suppl/supply__us_1.ogg"
"supply","supply","verb","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sup/suppl/supply__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sup/suppl/supply__us_1.ogg"
"support","support","noun","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sup/suppo/support__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sup/suppo/support__us_1.ogg"
"support","support","verb","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sup/suppo/support__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sup/suppo/support__us_1.ogg"
"supporter","supporter","noun","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sup/suppo/supporter__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sup/suppo/supporter__us_1.ogg"
"supportive","supportive","adjective","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sup/suppo/supportive__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sup/suppo/supportive__us_1.ogg"
"suppose","suppose","verb","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sup/suppo/suppose__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sup/suppo/suppose__us_1.ogg"
"supposedly","supposedly","adverb","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sup/suppo/supposedly__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sup/suppo/supposedly__us_1.ogg"
"suppress","suppress","verb","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sup/suppr/suppress__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sup/suppr/suppress__us_1.ogg"
"supreme","supreme","adjective","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sup/supre/supreme__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sup/supre/supreme__us_2.ogg"
"sure","sure","adjective","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sur/sure_/sure__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sur/sure_/sure__us_1_rr.ogg"
"sure","sure","adverb","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sur/sure_/sure__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sur/sure_/sure__us_1_rr.ogg"
"surely","surely","adverb","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sur/surel/surely__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sur/surel/surely__us_1_rr.ogg"
"surface","surface","noun","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sur/surfa/surface__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sur/surfa/surface__us_1.ogg"
"surge","surge","noun","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sur/surge/surge__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sur/surge/surge__us_1.ogg"
"surge","surge","verb","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sur/surge/surge__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sur/surge/surge__us_1.ogg"
"surgeon","surgeon","noun","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sur/surge/surgeon__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sur/surge/surgeon__us_1.ogg"
"surgery","surgery","noun","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sur/surge/surgery__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sur/surge/surgery__us_1.ogg"
"surgical","surgical","adjective","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sur/surgi/surgical__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sur/surgi/surgical__us_1.ogg"
"surplus","surplus","noun","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sur/surpl/surplus__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sur/surpl/surplus__us_2.ogg"
"surprise","surprise","noun","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sur/surpr/surprise__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sur/surpr/surprise__us_1_rr.ogg"
"surprise","surprise","verb","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sur/surpr/surprise__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sur/surpr/surprise__us_1_rr.ogg"
"surprised","surprised","adjective","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sur/surpr/surprised__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sur/surpr/surprised__us_1_rr.ogg"
"surprising","surprising","adjective","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sur/surpr/surprising__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sur/surpr/surprising__us_1_rr.ogg"
"surrender","surrender","verb","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sur/surre/surrender__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sur/surre/surrender__us_1.ogg"
"surround","surround","verb","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sur/surro/surround__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sur/surro/surround__us_1.ogg"
"surrounding","surrounding","adjective","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sur/surro/surrounding__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sur/surro/surrounding__us_1.ogg"
"surveillance","surveillance","noun","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sur/surve/surveillance__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sur/surve/surveillance__us_1.ogg"
"survey","survey","noun","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sur/surve/survey__gb_4.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sur/surve/survey__us_1.ogg"
"survey","survey","verb","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sur/surve/survey__gb_3.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sur/surve/survey__us_2_rr.ogg"
"survival","survival","noun","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sur/survi/survival__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sur/survi/survival__us_1.ogg"
"survive","survive","verb","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sur/survi/survive__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sur/survi/survive__us_1.ogg"
"survivor","survivor","noun","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sur/survi/survivor__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sur/survi/survivor__us_1.ogg"
"suspect","suspect","noun","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sus/suspe/suspect__gb_3.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sus/suspe/suspect__us_3.ogg"
"suspect","suspect","verb","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sus/suspe/suspect__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sus/suspe/suspect__us_1.ogg"
"suspend","suspend","verb","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sus/suspe/suspend__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sus/suspe/suspend__us_1.ogg"
"suspension","suspension","noun","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sus/suspe/suspension__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sus/suspe/suspension__us_1.ogg"
"suspicion","suspicion","noun","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sus/suspi/suspicion__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sus/suspi/suspicion__us_1.ogg"
"suspicious","suspicious","adjective","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sus/suspi/suspicious__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sus/suspi/suspicious__us_1.ogg"
"sustain","sustain","verb","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sus/susta/sustain__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sus/susta/sustain__us_1.ogg"
"sustainable","sustainable","adjective","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sus/susta/sustainable__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sus/susta/sustainable__us_1.ogg"
"swallow","swallow","verb","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/swa/swall/swallow__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/swa/swall/swallow__us_1.ogg"
"swear","swear","verb","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/swe/swear/swear__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/swe/swear/swear__us_1.ogg"
"sweater","sweater","noun","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/swe/sweat/sweater__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/swe/sweat/sweater__us_1.ogg"
"sweep","sweep","verb","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/swe/sweep/sweep__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/swe/sweep/sweep__us_1.ogg"
"sweet","sweet","adjective","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/swe/sweet/sweet__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/swe/sweet/sweet__us_1.ogg"
"sweet","sweet","noun","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/swe/sweet/sweet__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/swe/sweet/sweet__us_1.ogg"
"swim","swim","noun","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/swi/swim_/swim__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/swi/swim_/swim__us_1.ogg"
"swim","swim","verb","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/swi/swim_/swim__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/swi/swim_/swim__us_1.ogg"
"swimming","swimming","noun","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/swi/swimm/swimming__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/swi/swimm/swimming__us_2.ogg"
"swing","swing","noun","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/swi/swing/swing__gb_3.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/swi/swing/swing__us_1.ogg"
"swing","swing","verb","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/swi/swing/swing__gb_3.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/swi/swing/swing__us_1.ogg"
"switch","switch","noun","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/swi/switc/switch__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/swi/switc/switch__us_1.ogg"
"switch","switch","verb","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/swi/switc/switch__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/swi/switc/switch__us_1.ogg"
"sword","sword","noun","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/swo/sword/sword__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/swo/sword/sword__us_1.ogg"
"symbol","symbol","noun","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sym/symbo/symbol__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sym/symbo/symbol__us_1.ogg"
"symbolic","symbolic","adjective","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sym/symbo/symbolic__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sym/symbo/symbolic__us_1.ogg"
"sympathetic","sympathetic","adjective","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sym/sympa/sympathetic__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sym/sympa/sympathetic__us_1.ogg"
"sympathy","sympathy","noun","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sym/sympa/sympathy__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sym/sympa/sympathy__us_1.ogg"
"symptom","symptom","noun","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sym/sympt/symptom__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sym/sympt/symptom__us_2.ogg"
"syndrome","syndrome","noun","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/syn/syndr/syndrome__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/syn/syndr/syndrome__us_1.ogg"
"synthesis","synthesis","noun","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/syn/synth/synthesis__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/syn/synth/synthesis__us_1.ogg"
"system","system","noun","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sys/syste/system__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sys/syste/system__us_1.ogg"
"systematic","systematic","adjective","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sys/syste/systematic__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sys/syste/systematic__us_1.ogg"
"T-shirt","T-shirt","noun","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/t/t_s/t_shi/t_shirt_1_gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/t_s/t_shi/t_shirt_1_us_1.ogg"
"table","table","noun","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/t/tab/table/table__gb_3.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tab/table/table__us_1.ogg"
"tablet","tablet","noun","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/t/tab/table/tablet__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tab/table/tablet__us_1.ogg"
"tackle","tackle","noun","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/t/tac/tackl/tackle__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tac/tackl/tackle__us_1.ogg"
"tackle","tackle","verb","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/t/tac/tackl/tackle__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tac/tackl/tackle__us_1.ogg"
"tactic","tactic","noun","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/t/tac/tacti/tactic__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tac/tacti/tactic__us_1.ogg"
"tactical","tactical","adjective","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/t/tac/tacti/tactical__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tac/tacti/tactical__us_1.ogg"
"tag","tag","noun","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/t/tag/tag__/tag__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tag/tag__/tag__us_1.ogg"
"tag","tag","verb","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/t/tag/tag__/tag__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tag/tag__/tag__us_1.ogg"
